Name,SplitName1,SplitName2,SplitName3,AcidBall,AcidBolt,Animal,ArmourClass,Arrow1D6,Arrow3D6,Arrow5D6,Arrow7D6,Attack1,Attack1DDice,Attack1DSides,Attack1Effect,Attack1Type,Attack2,Attack2DDice,Attack2DSides,Attack2Effect,Attack2Type,Attack3,Attack3DDice,Attack3DSides,Attack3Effect,Attack3Type,Attack4,Attack4DDice,Attack4DSides,Attack4Effect,Attack4Type,AttrAny,AttrClear,AttrMulti,BashDoor,Blindness,Blink,BrainSmash,BreatheAcid,BreatheChaos,BreatheCold,BreatheConfusion,BreatheDark,BreatheDisenchant,BreatheDisintegration,BreatheFire,BreatheForce,BreatheGravity,BreatheInertia,BreatheLight,BreatheLightning,BreatheMana,BreatheNether,BreatheNexus,BreathePlasma,BreathePoison,BreatheRadiation,BreatheShards,BreatheSound,BreatheTime,CauseCriticalWounds,CauseLightWounds,CauseMortalWounds,CauseSeriousWounds,ChaosBall,CharClear,CharMulti,ColdBall,ColdBlood,ColdBolt,Confuse,CreateTraps,Cthuloid,DarkBall,Darkness,Demon,Description,Dragon,DrainMana,DreadCurse,Drop_1D2,Drop_2D2,Drop_3D2,Drop_4D2,Drop60,Drop90,DropGood,DropGreat,EldritchHorror,EmptyMind,Escorted,EscortsGroup,Evil,Female,FireAura,FireBall,FireBolt,ForceMaxHp,ForceSleep,Forget,FreqInate,FreqSpell,FriendlyName,Friends,Giant,Good,GreatOldOne,Haste,Hdice,Heal,HitPoints,Hold,Hside,HurtByCold,HurtByFire,HurtByLight,HurtByRock,IceBolt,ImmuneAcid,ImmuneCold,ImmuneConfusion,ImmuneFear,ImmuneFire,ImmuneLightning,ImmunePoison,ImmuneSleep,ImmuneStun,Invisible,KillBody,KillItem,KillWall,Level,LightningAura,LightningBall,LightningBolt,MagicMissile,Male,ManaBall,ManaBolt,Mexp,MindBlast,MoveBody,Multiply,NetherBall,NetherBolt,NeverAttack,NeverMove,Nonliving,NoticeRange,OnlyDropGold,OnlyDropItem,OpenDoor,Orc,PassWall,PlasmaBolt,PoisonBall,PoisonBolt,Powerful,RadiationBall,RandomMove25,RandomMove50,Rarity,Reflecting,Regenerate,ResistDisenchant,ResistNether,ResistNexus,ResistPlasma,ResistTeleport,ResistWater,Scare,Shapechanger,ShardBall,Shriek,Sleep,Slow,Smart,Speed,Stupid,SummonAnt,SummonCthuloid,SummonDemon,SummonDragon,SummonGreatOldOne,SummonHiDragon,SummonHiUndead,SummonHound,SummonHydra,SummonKin,SummonMonster,SummonMonsters,SummonReaver,SummonSpider,SummonUndead,SummonUnique,TakeItem,TeleportAway,TeleportLevel,TeleportSelf,TeleportTo,Troll,Undead,Unique,WaterBall,WaterBolt,WeirdMind,Character,Colour
Ancient gold dragon,  Ancient   ,    gold    ,   dragon   ,False,False,False,100,False,False,False,False,Claw to Hurt (4d10),4,10,Hurt,Claw,Claw to Hurt (4d10),4,10,Hurt,Claw,Bite to Hurt (5d14),5,14,Hurt,Bite,Nothing to Nothing (0d0),0,0,Nothing,Nothing,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,A huge draconic form wreathed in a nimbus of light.,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,6,6,Ancient gold dragon,False,False,False,False,False,15,False,15d100 (max. 1500),False,100,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,40,False,False,False,False,False,False,False,4000,False,True,False,False,False,False,False,False,20,False,False,False,False,False,False,False,False,True,False,False,False,2,False,False,False,False,False,False,False,False,True,False,False,False,200,False,True,120,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,D,Gold
Ancient green dragon,  Ancient   ,   green    ,   dragon   ,False,False,False,85,False,False,False,False,Claw to Hurt (4d8),4,8,Hurt,Claw,Claw to Hurt (4d8),4,8,Hurt,Claw,Bite to Hurt (5d10),5,10,Hurt,Bite,Nothing to Nothing (0d0),0,0,Nothing,Nothing,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,A huge draconic form enveloped in clouds of poisonous vapour.,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,9,9,Ancient green dragon,False,False,False,False,False,72,False,72d10 (max. 720),False,10,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,39,False,False,False,False,False,False,False,2400,False,True,False,False,False,False,False,False,20,False,False,False,False,False,False,False,False,True,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,80,False,True,120,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,D,Green
Ancient multi-hued dragon,  Ancient   , multi-hued ,   dragon   ,False,False,False,100,False,False,False,False,Claw to Hurt (4d12),4,12,Hurt,Claw,Claw to Hurt (4d12),4,12,Hurt,Claw,Bite to Hurt (6d12),6,12,Hurt,Bite,Nothing to Nothing (0d0),0,0,Nothing,Nothing,False,False,True,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,A huge draconic form. Many colours ripple down its massive frame. Few live to see another.,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,5,5,Ancient multi-hued dragon,False,False,False,False,False,21,False,21d100 (max. 2100),False,100,False,False,False,False,False,True,True,True,False,True,True,True,True,False,False,False,False,False,43,False,False,False,False,False,False,False,13000,False,True,False,False,False,False,False,False,20,False,True,True,False,False,False,False,False,True,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,70,False,True,120,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,D,Purple
Ancient red dragon,  Ancient   ,    red     ,   dragon   ,False,False,False,100,False,False,False,False,Claw to Hurt (4d10),4,10,Hurt,Claw,Claw to Hurt (4d10),4,10,Hurt,Claw,Bite to Fire (5d14),5,14,Fire,Bite,Nothing to Nothing (0d0),0,0,Nothing,Nothing,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,A huge draconic form. Wisps of smoke steam from its nostrils and the extreme heat surrounding it makes you gasp for breath.,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,6,6,Ancient red dragon,False,False,False,False,False,10,False,10d100 (max. 1000),False,100,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,40,False,False,False,False,False,False,False,2750,False,True,False,False,False,False,False,False,20,False,False,False,False,False,False,False,False,True,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,70,False,True,120,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,D,Red
Ancient white dragon,  Ancient   ,   white    ,   dragon   ,False,False,False,90,False,False,False,False,Claw to Hurt (4d9),4,9,Hurt,Claw,Claw to Hurt (4d9),4,9,Hurt,Claw,Bite to Cold (5d12),5,12,Cold,Bite,Nothing to Nothing (0d0),0,0,Nothing,Nothing,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,A huge draconic form. Frost covers it from head to tail.,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,9,9,Ancient white dragon,False,False,False,False,False,70,False,70d10 (max. 700),False,10,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,39,False,False,False,False,False,False,False,2500,False,True,False,False,False,False,False,False,20,False,False,False,False,False,False,False,False,True,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,80,False,True,120,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,D,White
Anti-paladin,            ,            ,Anti-paladin,False,False,False,50,False,False,False,False,Hit to Hurt (2d6),2,6,Hurt,Hit,Hit to Hurt (1d6),1,6,Hurt,Hit,Hit to Hurt (1d6),1,6,Hurt,Hit,Nothing to Nothing (0d0),0,0,Nothing,Nothing,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,An embodiment of all the cardinal vices§ he beholds you scornfully.,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,4,4,Anti-paladin,False,False,False,False,True,30,False,30d20 (avg. 315),True,20,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,33,False,False,False,False,True,False,False,450,False,False,False,False,False,False,False,False,30,False,True,True,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False,True,False,False,False,30,False,False,120,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,p,Grey
Apprentice cultist,            ,Apprentice   ,  cultist   ,False,False,False,10,False,False,False,False,Hit to Hurt (1d5),1,5,Hurt,Hit,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,He is tripping over his fetishes.,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12,12,Apprentice cultist,True,False,False,False,False,7,True,7d4 (avg. 17),False,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,False,False,False,False,True,False,False,7,False,False,False,False,False,False,False,False,20,False,False,True,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False,True,False,False,False,5,False,False,110,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,p,BrightBlue
Apprentice mage,            ,Apprentice,    mage    ,False,False,False,6,False,False,False,False,Hit to Hurt (1d4),1,4,Hurt,Hit,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,He is leaving behind a trail of dropped spell components.,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12,12,Apprentice mage,True,False,False,False,False,6,False,6d4 (avg. 15),False,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,False,False,False,True,True,False,False,7,False,False,False,False,False,False,False,False,20,False,False,True,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False,False,False,False,False,10,False,False,110,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,p,BrightRed
Apprentice ranger,            ,Apprentice,   ranger   ,False,False,False,6,False,True,False,False,Hit to Hurt (1d5),1,5,Hurt,Hit,Hit to Hurt (1d5),1,5,Hurt,Hit,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,An agile hunter§ ready and relaxed.,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,9,9,Apprentice Ranger,True,False,False,False,False,6,False,6d8 (avg. 27),False,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,False,False,False,False,True,False,False,18,False,False,False,False,False,False,False,False,20,False,False,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,5,False,False,110,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,p,Green
Apprentice warrior,            ,Apprentice,  warrior   ,False,False,False,16,False,False,False,False,Hit to Hurt (1d7),1,7,Hurt,Hit,Hit to Hurt (1d6),1,6,Hurt,Hit,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,He looks inexperienced but tough.,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,Apprentice warrior,True,False,False,False,False,9,False,9d4 (avg. 22),False,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,False,False,False,False,True,False,False,6,False,False,False,False,False,False,False,False,20,False,False,True,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False,False,False,False,False,5,False,False,110,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,p,BrightBrown
Atlach-Nacha§ the Spider God,            ,            ,Atlach-Nacha,False,False,True,160,False,False,False,False,Bite to Poison (3d9),3,9,Poison,Bite,Bite to LoseStr (3d9),3,9,LoseStr,Bite,Sting to Poison (2d5),2,5,Poison,Sting,Sting to LoseStr (2d5),2,5,LoseStr,Sting,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,'...there was a kind of face on the squat ebon body§ low down amid the several-jointed legs. The face peered up with a weird expression of doubt and inquiry...',False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,3,3,Atlach-Nacha§ the Spider God,False,False,False,True,False,130,False,130d100 (max. 13000),True,100,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,75,False,False,False,False,False,False,False,35000,False,True,False,False,False,False,False,True,8,False,True,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,True,False,True,False,False,False,80,False,True,120,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,S,Red
Auto-roller,            ,            ,Auto-roller ,False,False,False,80,False,False,False,False,Crush to Hurt (1d8),1,8,Hurt,Crush,Crush to Hurt (1d7),1,7,Hurt,Crush,Crush to Hurt (1d8),1,8,Hurt,Crush,Crush to Hurt (1d8),1,8,Hurt,Crush,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,It looks like a huge spiked roller§ moving on its own towards you.,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0,0,Auto-roller,False,False,False,False,False,70,False,70d12 (avg. 455),False,12,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,False,False,False,22,False,False,False,False,False,False,False,230,False,False,False,False,False,False,False,True,10,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,True,False,False,False,False,False,12,False,False,120,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,g,White
